state,office,district,mean_vote,q_025,q_975,potential_power,pr_close,pr_tip,realized_power
IA,statehouse,,0.409837,0.3,0.52,0.12058600092819752,0.11116112131581846,1.0,0.01340447507816876
WI,statehouse,,0.38791010101010104,0.2727272727272727,0.5050505050505051,0.22211746172756303,0.060056225007745476,1.0,0.013339536259659819
NC,ushouse,NC-11,0.4374933355977284,0.32281377132532396,0.5513640709677337,12.5,0.3532746532389905,0.002945736434108527,0.013008175216164377
FL,statehouse,,0.34979166666666667,0.23333333333333334,0.4666666666666667,0.8137777016645245,0.015743588340291076,1.0,0.012811781135514478
NE,president,,0.4030162757019895,0.28690488720994506,0.5152613149743536,25.0,0.14825317267979313,0.0033579583613163196,0.012445699519794589
CA,ushouse,CA-42,0.4297810947955465,0.3160028371879552,0.5448374863193463,12.5,0.3532746532389905,0.0027906976744186047,0.012323534415313621
ME,statehouse,,0.5483794701986755,0.4369205298013247,0.6622516556291391,0.05113604919492079,0.2383490555848205,1.0,0.012188229031948291
SC,ushouse,SC-02,0.43381174632981384,0.32018679009911893,0.5481601061277956,12.5,0.3532746532389905,0.002635658914728682,0.011638893614462863
FL,ushouse,FL-22,0.5857491065637234,0.4698183626537397,0.7019150108774624,12.5,0.3532746532389905,0.002635658914728682,0.011638893614462863
TX,ushouse,TX-25,0.42982428292795777,0.31496381633741016,0.5411567724877149,12.5,0.3532746532389905,0.002635658914728682,0.011638893614462863
NY,ushouse,NY-11,0.4213495004744699,0.3084906187449934,0.5336016996325051,12.5,0.3532746532389905,0.00248062015503876,0.01095425281361211
OH,ushouse,OH-10,0.41416337285202914,0.30026760044815737,0.5267579442238406,12.5,0.3532746532389905,0.00248062015503876,0.01095425281361211
GA,ushouse,GA-02,0.5911407050773225,0.4789102592687674,0.7063895771338717,12.5,0.3532746532389905,0.00248062015503876,0.01095425281361211
FL,ushouse,FL-23,0.5826368556189482,0.46652189571908853,0.6982204313180088,12.5,0.3532746532389905,0.00248062015503876,0.01095425281361211
WA,ushouse,WA-06,0.5952083923538121,0.4810464027300013,0.7087765440569367,12.5,0.3532746532389905,0.00248062015503876,0.01095425281361211
KY,ushouse,KY-06,0.4164172003708539,0.30140333354556936,0.5321939905353967,12.5,0.3532746532389905,0.00248062015503876,0.01095425281361211
VA,ushouse,VA-01,0.41694919193837077,0.30360612735776304,0.5302585216635162,12.5,0.3532746532389905,0.00248062015503876,0.01095425281361211
MD,ushouse,MD-06,0.5913686468284662,0.47685848804789366,0.7049439352567779,12.5,0.3532746532389905,0.002325581395348837,0.010269612012761352
MS,president,,0.40928546367470464,0.2926970143869278,0.5241381358067972,25.0,0.14825317267979313,0.002686366689053056,0.009956559615835671
TX,ushouse,TX-17,0.4227771066192501,0.3107516347619068,0.5372690772261464,12.5,0.3532746532389905,0.0021705426356589145,0.009584971211910594
MI,ushouse,MI-06,0.4180352060374364,0.3042185684202603,0.5333762751686978,12.5,0.3532746532389905,0.0021705426356589145,0.009584971211910594
WI,ushouse,WI-06,0.40785245614926996,0.29380557551744135,0.5212409838784263,12.5,0.3532746532389905,0.0021705426356589145,0.009584971211910594
WI,statesenate,,0.37340606060606063,0.24242424242424243,0.48484848484848486,0.22211746172756303,0.04144251972193539,1.0,0.00920510728823076
MI,ushouse,MI-09,0.6014663408270415,0.4862652539056742,0.7129648934693327,12.5,0.3532746532389905,0.0020155038759689923,0.008900330411059839
NV,ushouse,NV-02,0.4189336731982347,0.30689278139840825,0.5336449561953195,12.5,0.3532746532389905,0.0020155038759689923,0.008900330411059839
MO,ushouse,MO-05,0.6018247179093057,0.4883923928949331,0.7168761798067868,12.5,0.3532746532389905,0.0020155038759689923,0.008900330411059839
TX,ushouse,TX-28,0.5995820378963864,0.4843239744281135,0.7135853725921106,12.5,0.3532746532389905,0.0020155038759689923,0.008900330411059839
KS,ushouse,KS-02,0.4230161581944845,0.30996226440228025,0.5354524504518623,12.5,0.3532746532389905,0.0020155038759689923,0.008900330411059839
GA,ushouse,GA-01,0.4167164206726443,0.30208880640381797,0.5292400586767508,12.5,0.3532746532389905,0.0020155038759689923,0.008900330411059839
GA,ushouse,GA-12,0.41670611329548357,0.30089279084547943,0.5313132077244923,12.5,0.3532746532389905,0.0018604651162790699,0.008215689610209081
OH,ushouse,OH-14,0.4003293231657077,0.2850493624295432,0.5130998563190882,12.5,0.3532746532389905,0.0018604651162790699,0.008215689610209081
IN,ushouse,IN-01,0.5831082250709363,0.4690979273668546,0.6969925731650904,12.5,0.3532746532389905,0.0018604651162790699,0.008215689610209081
WA,ushouse,WA-01,0.5873180084958107,0.4738531388153011,0.7000640558409166,12.5,0.3532746532389905,0.0018604651162790699,0.008215689610209081
OR,statehouse,,0.6170483333333333,0.5,0.7333333333333333,0.160113468078244,0.050830764273135334,1.0,0.0081386899528394
OH,statehouse,,0.35327373737373735,0.24242424242424243,0.46464646464646464,0.4466154323904989,0.018067366580870017,1.0,0.008069164737672913
FL,ushouse,FL-21,0.600775328094927,0.48649109813526764,0.7154753990092451,12.5,0.3532746532389905,0.0017054263565891472,0.007531048809358324
CA,ushouse,CA-24,0.5882347236463528,0.4749634179523005,0.7071831796355316,12.5,0.3532746532389905,0.0017054263565891472,0.007531048809358324
DE,ushouse,DE-01,0.5885664571963144,0.474001944135015,0.7015124120551418,12.5,0.3532746532389905,0.0017054263565891472,0.007531048809358324
PA,ushouse,PA-04,0.59529042816108,0.4792394648170122,0.7101677800946682,12.5,0.3532746532389905,0.0017054263565891472,0.007531048809358324
SC,ushouse,SC-05,0.39956571465551866,0.28497472348601405,0.5127061382895404,12.5,0.3532746532389905,0.0017054263565891472,0.007531048809358324
TN,president,,0.3809362251917219,0.2667889667441424,0.4967629157946292,25.0,0.14825317267979313,0.0020147750167897917,0.007467419711876752
MD,president,,0.6665735184158541,0.550683048850734,0.7839345669078575,25.0,0.14825317267979313,0.0020147750167897917,0.007467419711876752
OK,ussenate,OK,0.3422425415484269,0.22852900106681084,0.4568586769552485,12.5,0.49661610501116144,0.0011930801352157488,0.007406285121462937
CO,statehouse,,0.6305292307692307,0.5230769230769231,0.7384615384615385,0.2176089139727764,0.03360365805021288,1.0,0.007312455533819369
OR,statesenate,,0.62047,0.5,0.7333333333333333,0.160113468078244,0.045433691312215654,1.0,0.007274545883595233
GA,ushouse,GA-11,0.39514406782249817,0.2795528699444678,0.5117544554202376,12.5,0.3532746532389905,0.0015503875968992248,0.006846408008507567
CA,ushouse,CA-31,0.611056870523914,0.49441220790809387,0.7263177367821773,12.5,0.3532746532389905,0.0015503875968992248,0.006846408008507567
AZ,ushouse,AZ-08,0.403970394703803,0.2893825367479785,0.516126970261011,12.5,0.3532746532389905,0.0015503875968992248,0.006846408008507567
NV,statehouse,,0.6182095238095238,0.5,0.7380952380952381,0.11593421611761029,0.053806865237683174,1.0,0.0062380567430766936
ID,ussenate,ID,0.3471262977094532,0.2320347599794947,0.45991074389097236,12.5,0.49661610501116144,0.000994233446013124,0.006171904267885781
VA,ushouse,VA-04,0.614267818926189,0.5003426142270967,0.7300469988807824,12.5,0.3532746532389905,0.0013953488372093023,0.0061617672076568104
AZ,ushouse,AZ-05,0.4111260781318107,0.300138546826653,0.5242406269221818,12.5,0.3532746532389905,0.0013953488372093023,0.0061617672076568104
CA,ushouse,CA-52,0.6154762396266417,0.5015510381400543,0.7279102669464526,12.5,0.3532746532389905,0.0013953488372093023,0.0061617672076568104
CT,ushouse,CT-02,0.6087103497867163,0.4952003003112092,0.7214860600408848,12.5,0.3532746532389905,0.0013953488372093023,0.0061617672076568104
NJ,ushouse,NJ-06,0.61118215901192,0.4977572528955098,0.725725469407781,12.5,0.3532746532389905,0.0013953488372093023,0.0061617672076568104
NC,ushouse,NC-07,0.39680905807151173,0.2836679018153857,0.5101158922782132,12.5,0.3532746532389905,0.0013953488372093023,0.0061617672076568104
NY,ushouse,NY-25,0.6007405172415949,0.4858901955161581,0.7175394981330747,12.5,0.3532746532389905,0.0013953488372093023,0.0061617672076568104
NH,statesenate,,0.41625,0.2916666666666667,0.5416666666666666,0.051825833618880296,0.11329151104784378,1.0,0.005871427001997091
MS,statehouse,,0.38067459016393446,0.26229508196721313,0.4918032786885246,0.11410556528679441,0.04883612132845801,1.0,0.005572473230598178
CO,ushouse,CO-07,0.6120519183472466,0.4993986337274849,0.7269702694355459,12.5,0.3532746532389905,0.00124031007751938,0.005477126406806055
ME,ushouse,ME-01,0.6038497265669172,0.48778684155439167,0.7188729208604121,12.5,0.3532746532389905,0.00124031007751938,0.005477126406806055
MI,ushouse,MI-07,0.41315668795480687,0.298218287035641,0.5284094864794119,12.5,0.3532746532389905,0.00124031007751938,0.005477126406806055
DE,governor,,0.6052955060591838,0.4901160536927928,0.7189651972138839,0.07390489543650607,0.07275311722762726,1.0,0.00537681152138766
NJ,statehouse,,0.64925875,0.5375,0.7625,0.3403654778183088,0.015172776427918717,1.0,0.005164289298718926
CA,president,,0.6497537611335601,0.5350133587153573,0.7656456606891957,25.0,0.14825317267979313,0.001343183344526528,0.0049782798079178354
MN,ushouse,MN-08,0.39852524628227204,0.2818909653135696,0.5141603872305129,12.5,0.3532746532389905,0.0010852713178294573,0.004792485605955297
NY,ushouse,NY-24,0.4006138311133287,0.28746607679027497,0.5154224081053967,12.5,0.3532746532389905,0.0010852713178294573,0.004792485605955297
AZ,ushouse,AZ-09,0.6166365719474958,0.49989669660162006,0.7342510542074159,12.5,0.3532746532389905,0.0010852713178294573,0.004792485605955297
IL,ushouse,IL-12,0.393717400909027,0.2797312387712791,0.5127308788548712,12.5,0.3532746532389905,0.0010852713178294573,0.004792485605955297
CA,ushouse,CA-26,0.606049305177157,0.4903316759909846,0.7176445524314439,12.5,0.3532746532389905,0.0010852713178294573,0.004792485605955297
PA,ushouse,PA-16,0.4071151550171883,0.29405755729017136,0.5195070590953796,12.5,0.3532746532389905,0.0009302325581395349,0.004107844805104541
CA,ushouse,CA-36,0.6048428507477692,0.4926421525714456,0.7182975775156979,12.5,0.3532746532389905,0.0009302325581395349,0.004107844805104541
WA,ushouse,WA-05,0.38638867833611956,0.2707542015994373,0.5012151526877938,12.5,0.3532746532389905,0.0009302325581395349,0.004107844805104541
RI,ussenate,RI,0.6654387327587419,0.551267954663169,0.7760582067477506,12.5,0.49661610501116144,0.0005965400676078744,0.0037031425607314686
SD,ussenate,SD,0.342159793781671,0.23071701468966838,0.45649792025796804,12.5,0.49661610501116144,0.0005965400676078744,0.0037031425607314686
AK,statehouse,,0.4176175,0.3,0.525,0.028175099481325516,0.13023616974581143,1.0,0.0036694170386550335
CT,ushouse,CT-03,0.623337584335893,0.509210122997437,0.7396982370488768,12.5,0.3532746532389905,0.0007751937984496124,0.0034232040042537835
NY,ushouse,NY-06,0.6260670962270777,0.5109204984850456,0.7406202132458904,12.5,0.3532746532389905,0.0007751937984496124,0.0034232040042537835
NY,ushouse,NY-01,0.386567293759357,0.27071786419167027,0.4983528889229973,12.5,0.3532746532389905,0.0007751937984496124,0.0034232040042537835
CO,ushouse,CO-04,0.378629579751761,0.2669767528641083,0.49238457226286536,12.5,0.3532746532389905,0.0007751937984496124,0.0034232040042537835
FL,ushouse,FL-08,0.38527908108002124,0.2711498020231244,0.49895577920763223,12.5,0.3532746532389905,0.0007751937984496124,0.0034232040042537835
FL,ushouse,FL-14,0.6032086210624455,0.48604448469732114,0.7165870572916521,12.5,0.3532746532389905,0.0007751937984496124,0.0034232040042537835
CO,ushouse,CO-05,0.39365704784950073,0.2798464241987652,0.5080703262853821,12.5,0.3532746532389905,0.0007751937984496124,0.0034232040042537835
NY,statesenate,,0.6822761904761905,0.5714285714285714,0.7936507936507936,0.7466440333422671,0.004180458599046593,1.0,0.003121314469612512
SC,statesenate,,0.34733043478260867,0.2391304347826087,0.45652173913043476,0.19424790151944035,0.015206794641101485,1.0,0.002953887947871035
IA,statesenate,,0.35958199999999996,0.24,0.48,0.12058600092819752,0.024351450299793777,1.0,0.002936444008453888
CT,statehouse,,0.6428324503311258,0.5298013245033113,0.7549668874172185,0.13649987088873888,0.020554640648780376,1.0,0.0028057057947229454
IN,ushouse,IN-07,0.6250421727498294,0.5124227912955333,0.7381904609670454,12.5,0.3532746532389905,0.00062015503875969,0.0027385632034030273
IN,ushouse,IN-02,0.3858842519098101,0.27219876527889236,0.5010494445453229,12.5,0.3532746532389905,0.00062015503875969,0.0027385632034030273
WI,ushouse,WI-01,0.4069357470994958,0.29206750024960226,0.5226234496560981,12.5,0.3532746532389905,0.00062015503875969,0.0027385632034030273
WI,ushouse,WI-05,0.3986057892406292,0.28568911039671835,0.5149572042425264,12.5,0.3532746532389905,0.00062015503875969,0.0027385632034030273
WI,ushouse,WI-07,0.39199731411764543,0.27754752437878805,0.5074340441146384,12.5,0.3532746532389905,0.00062015503875969,0.0027385632034030273
UT,ushouse,UT-02,0.38330738932580394,0.26692822828792373,0.4987177890783607,12.5,0.3532746532389905,0.00062015503875969,0.0027385632034030273
FL,ushouse,FL-04,0.3895194851826406,0.275773807971388,0.5035911096476136,12.5,0.3532746532389905,0.00062015503875969,0.0027385632034030273
FL,ushouse,FL-19,0.38767794218443136,0.27485558051446873,0.5024415477830594,12.5,0.3532746532389905,0.00062015503875969,0.0027385632034030273
NE,ushouse,NE-01,0.3884920078745088,0.2739393621425875,0.5044117872781809,12.5,0.3532746532389905,0.00062015503875969,0.0027385632034030273
CT,ushouse,CT-04,0.6332834946250752,0.5181170815676486,0.745618226148454,12.5,0.3532746532389905,0.00062015503875969,0.0027385632034030273
ME,statesenate,,0.61742,0.5142857142857142,0.7428571428571429,0.05113604919492079,0.05046225552364679,1.0,0.0025804403809438657
SC,statehouse,,0.3463766129032258,0.23387096774193547,0.4596774193548387,0.19424790151944035,0.01299856915830647,1.0,0.00252494478175635
KY,president,,0.3675946897437613,0.25349846310088714,0.48263639887353027,25.0,0.14825317267979313,0.000671591672263264,0.0024891399039589177
AL,president,,0.37036398832498346,0.25882327636201763,0.48436068672786164,25.0,0.14825317267979313,0.000671591672263264,0.0024891399039589177
HI,president,,0.6499581658186855,0.5382792483117647,0.7658249305579263,25.0,0.14825317267979313,0.000671591672263264,0.0024891399039589177
MI,ushouse,MI-02,0.3927758207694602,0.27825050560691716,0.5060614982962676,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
NV,ushouse,NV-01,0.649311938056839,0.5349887439946607,0.7647614969533701,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
TX,ushouse,TX-14,0.38364590872704685,0.26913512682794793,0.4986562958544805,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
OR,ushouse,OR-02,0.3814667494558817,0.26695540832017134,0.4952044493167574,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
OR,ushouse,OR-01,0.6478690761248221,0.5336376565211473,0.7622372050448137,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
OH,ushouse,OH-09,0.6294861369656763,0.5126374235410568,0.7428543700892759,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
MS,ushouse,MS-02,0.6499546619277676,0.5373349441958413,0.7633763476231664,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
NC,ushouse,NC-02,0.6435668473292535,0.5265798133875677,0.7567850174667556,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
OH,ushouse,OH-16,0.37701969981203504,0.26039660750997395,0.49240678319420156,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
NJ,ushouse,NJ-04,0.3916808380592646,0.27615139447717635,0.5072129776026455,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
OH,ushouse,OH-02,0.38948125192774485,0.27488354308793,0.507788593760117,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
CA,ushouse,CA-47,0.634218434590473,0.5175441015765835,0.7474064864586996,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
KY,ushouse,KY-03,0.6270642219964122,0.5109007230942297,0.741387122493194,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
TX,ushouse,TX-26,0.3809912521989618,0.2657834473206219,0.4945616195411334,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
SC,ushouse,SC-07,0.38198910515409007,0.2690940652377615,0.4953328718480945,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
FL,ushouse,FL-06,0.3940416471532101,0.2767915184726592,0.5086997146052907,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
CT,ushouse,CT-01,0.6478663174308799,0.5322109978786302,0.7609885830108799,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
CA,ushouse,CA-41,0.641012282549398,0.5280340480762781,0.7558169517502128,12.5,0.3532746532389905,0.00046511627906976747,0.0020539224025522703
MT,statesenate,,0.380584,0.26,0.5,0.040587207405245594,0.04963674497780144,1.0,0.00201461686333531
LA,statehouse,,0.3428952380952381,0.22857142857142856,0.45714285714285713,0.17804255236479313,0.010698232471902963,1.0,0.0019047406150895136
NM,statesenate,,0.6433595238095238,0.5238095238095238,0.7619047619047619,0.08005946582079437,0.02282896255162046,1.0,0.0018276745471256528
CT,statesenate,,0.6560111111111111,0.5555555555555556,0.7777777777777778,0.13649987088873888,0.011806902012983107,1.0,0.0016116406003681854
IL,ushouse,IL-16,0.35012049779294985,0.2390538166368192,0.46729458972192817,12.5,0.3532746532389905,0.000310077519379845,0.0013692816017015137
IA,ushouse,IA-04,0.3781486693651806,0.2674494128463979,0.49113407411264703,12.5,0.3532746532389905,0.000310077519379845,0.0013692816017015137
AZ,ushouse,AZ-03,0.6457423491035271,0.5322204573890953,0.7622213550660004,12.5,0.3532746532389905,0.000310077519379845,0.0013692816017015137
IL,ushouse,IL-11,0.6328018532513936,0.5210343488318153,0.7445660415835327,12.5,0.3532746532389905,0.000310077519379845,0.0013692816017015137
IL,ushouse,IL-10,0.6376242251634798,0.524014554451785,0.7503443394361945,12.5,0.3532746532389905,0.000310077519379845,0.0013692816017015137
OH,ushouse,OH-15,0.3670745992705377,0.25351151314467546,0.48207615735508996,12.5,0.3532746532389905,0.000310077519379845,0.0013692816017015137
GA,ushouse,GA-10,0.37554486689525557,0.26056111038761687,0.49028690368605293,12.5,0.3532746532389905,0.000310077519379845,0.0013692816017015137
VA,ushouse,VA-03,0.6845910768917314,0.5702508709526066,0.8038955864083861,12.5,0.3532746532389905,0.000310077519379845,0.0013692816017015137
FL,ushouse,FL-12,0.3716171893316666,0.2591866588475463,0.4847860515023196,12.5,0.3532746532389905,0.000310077519379845,0.0013692816017015137
MA,ushouse,MA-09,0.6262216151622453,0.5128410327898967,0.7370244347169655,12.5,0.3532746532389905,0.000310077519379845,0.0013692816017015137
MI,ushouse,MI-01,0.375967987807317,0.26496016825826346,0.4902390612278441,12.5,0.3532746532389905,0.000310077519379845,0.0013692816017015137
SC,ushouse,SC-04,0.37475952076343366,0.25950835148868756,0.4893206719021713,12.5,0.3532746532389905,0.000310077519379845,0.0013692816017015137
MA,ussenate,MA,0.6653316346007115,0.551481468341707,0.7785273230939752,12.5,0.49661610501116144,0.00019884668920262477,0.001234380853577156
UT,governor,,0.32449547705936904,0.2082721280450422,0.43777925159414793,0.241551012684227,0.005006182191689386,1.0,0.0012092483780843143
IL,statesenate,,0.6939711864406779,0.576271186440678,0.8135593220338984,0.48679508853561504,0.0023430875404167576,1.0,0.001140603506683872
DE,statehouse,,0.634290243902439,0.5121951219512195,0.7560975609756098,0.03695244771825303,0.030363745732437063,1.0,0.0011220147267082092
NM,statehouse,,0.6520171428571429,0.5428571428571428,0.7714285714285715,0.08005946582079437,0.01371257974752901,1.0,0.001097821809612216
NH,governor,,0.33876536380453026,0.22563641464705875,0.4543079314009645,0.10365166723776059,0.010529178425931408,1.0,0.0010913668984916503
MD,statesenate,,0.6798851063829787,0.574468085106383,0.7872340425531915,0.2308725354370081,0.004491225523896252,1.0,0.0010369006239213325
MN,ushouse,MN-06,0.3438119546897399,0.2298839635926629,0.4584307370679676,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
NY,ushouse,NY-21,0.3576673039094857,0.2444100681469684,0.47513120568757816,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
FL,ushouse,FL-10,0.6360678948677465,0.5222631549724032,0.748874267783294,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
TX,ushouse,TX-27,0.35638497475913444,0.24236537781440567,0.47147834832095165,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
NY,ushouse,NY-23,0.37854313095323666,0.2651840543120909,0.4935133710544334,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
GA,ushouse,GA-08,0.3563177259869317,0.24086675730841747,0.46984615934822416,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
MO,ushouse,MO-06,0.3178228491332876,0.20485954184107957,0.4323513958886409,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
TX,ushouse,TX-16,0.6441180623788805,0.5291727702912916,0.7581599861982429,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
NJ,ushouse,NJ-01,0.6237621760561631,0.5090885648013947,0.7359455825329989,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
NY,ushouse,NY-27,0.3496682447550491,0.236035054505525,0.46312374423172503,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
NC,ushouse,NC-06,0.622868515282681,0.5081967583173334,0.7372148451571083,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
WA,ushouse,WA-02,0.6328332368446227,0.5191429824418736,0.7488948863132847,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
CA,ushouse,CA-27,0.6983301682351435,0.5864808685607181,0.8113821883411363,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
IN,ushouse,IN-04,0.3334091246100601,0.21926825310470277,0.4482629889088718,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
MA,ushouse,MA-06,0.6577850307772717,0.5428892413622325,0.7744536394521906,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
PA,ushouse,PA-14,0.35182294107879253,0.23647141318255932,0.46487356076007325,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
PA,ushouse,PA-05,0.6469709815614065,0.5304749375934419,0.7599415666524715,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
KS,ushouse,KS-04,0.35976471949793287,0.24389083609076762,0.4734571066873578,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
MS,ushouse,MS-03,0.35081908608619916,0.23422057642847469,0.46476754654574814,12.5,0.3532746532389905,0.0001550387596899225,0.0006846408008507568
WV,governor,,0.32184314238868666,0.2063634520451386,0.438976885638108,0.13798989541238998,0.00477271686797606,1.0,0.000658586701444966
KS,statehouse,,0.3283352,0.216,0.44,0.11123910486763179,0.005304361323716188,1.0,0.0005900524055446752
AK,statesenate,,0.349595,0.25,0.45,0.028175099481325516,0.016811112766440362,1.0,0.00047365477458623863
DE,statesenate,,0.6664476190476191,0.5714285714285714,0.7619047619047619,0.03695244771825303,0.012427544037019539,1.0,0.00045922817129425173
LA,statesenate,,0.3064461538461538,0.1794871794871795,0.41025641025641024,0.17804255236479313,0.002317118586933613,1.0,0.0004125457073495633
NY,statehouse,,0.711406,0.6,0.8266666666666667,0.7466440333422671,0.0005408217954075824,1.0,0.0004038013666425237
MO,statehouse,,0.2965325153374233,0.18404907975460122,0.4110429447852761,0.2340717383258873,0.0015476474194701336,1.0,0.00036226052179094784
WV,statesenate,,0.32382941176470587,0.20588235294117646,0.4411764705882353,0.06899494770619499,0.005242850555542214,1.0,0.00036173019991103043
MD,statehouse,,0.7021283687943263,0.5886524822695035,0.8156028368794326,0.2308725354370081,0.0012860699841257578,1.0,0.0002969182379845464
IN,statehouse,,0.289361,0.17,0.41,0.25567482061799585,0.0011412194219938387,1.0,0.0002917810710040476
MS,statesenate,,0.30727884615384615,0.19230769230769232,0.4230769230769231,0.11410556528679441,0.002106305550923017,1.0,0.00024034118555478379
MT,statehouse,,0.33041800000000005,0.22,0.44,0.040587207405245594,0.0058887362438188,1.0,0.00023900735928266052
MO,statesenate,,0.29325294117647055,0.17647058823529413,0.4117647058823529,0.2340717383258873,0.0006805291839055785,1.0,0.0001592926490582762
VT,statehouse,,0.6699993333333333,0.5533333333333333,0.7866666666666666,0.02392884097382382,0.005710277684310736,1.0,0.00013664032662424655
OH,statesenate,,0.24216060606060605,0.12121212121212122,0.36363636363636365,0.4466154323904989,0.00017500477043467573,1.0,7.81598312180827e-05
CA,statesenate,,0.76955,0.65,0.875,1.5113456020197904,5.066206455419205e-05,1.0,7.656788845322087e-05
KS,statesenate,,0.2744525,0.15,0.4,0.11123910486763179,0.00040577973916376524,1.0,4.5138574957998353e-05
TN,statehouse,,0.26275959595959597,0.15151515151515152,0.37373737373737376,0.2586599893680127,0.0001007556272008636,1.0,2.606144946054283e-05
VT,governor,,0.2848938629987695,0.16974995544940863,0.3988028816347446,0.04785768194764764,0.0005002993459006234,1.0,2.3943166974728187e-05
AL,statehouse,,0.2673838095238095,0.1523809523809524,0.38095238095238093,0.18674960020623568,0.00011887678835658739,1.0,2.2200192699393986e-05
ND,governor,,0.27843900532714094,0.16198048631698203,0.39244315680079656,0.05808012358589456,0.00026933935248394736,1.0,1.564326287881248e-05
KY,statehouse,,0.250636,0.14,0.36024999999999635,0.170723058579235,7.22953837826361e-05,1.0,1.2342489040531257e-05
CA,statehouse,,0.7598075,0.65,0.875,1.5113456020197904,1.0431266736511937e-06,1.0,1.5765249105722648e-06
VT,statesenate,,0.7496466666666667,0.6333333333333333,0.8666666666666667,0.02392884097382382,3.7317417865685435e-05,1.0,8.929625576617187e-07
AL,statesenate,,0.21106,0.08571428571428572,0.3142857142857143,0.18674960020623568,2.6968061944525726e-06,1.0,5.036274786477178e-07
WV,statehouse,,0.229984,0.11,0.35,0.06899494770619499,5.5223679892756555e-06,1.0,3.8101549063443906e-07
AR,statehouse,,0.219819,0.1,0.33,0.11514841816438247,3.4429804664718456e-07,1.0,3.964537544851007e-08
UT,statesenate,,0.2071689655172414,0.10344827586206896,0.3103448275862069,0.1207755063421135,2.3743643722434761e-07,1.0,2.8676505929838028e-08
IN,statesenate,,0.21899999999999997,0.1,0.34,0.25567482061799585,1.663862132387228e-08,1.0,4.254076522311806e-09
UT,statehouse,,0.22609200000000002,0.10666666666666667,0.3333333333333333,0.1207755063421135,7.0951035317956555e-09,1.0,8.56914721602338e-10
OK,statesenate,,0.18663958333333333,0.08333333333333333,0.3125,0.1506521810480685,3.1075829500681885e-09,1.0,4.681641492155635e-10
AR,statesenate,,0.20569428571428572,0.08571428571428572,0.3142857142857143,0.11514841816438247,5.0890250824497943e-11,1.0,5.859931882429599e-12
KY,statesenate,,0.20960263157894737,0.10526315789473684,0.3157894736842105,0.170723058579235,4.066366576793712e-13,1.0,6.942225392945962e-14
MA,statehouse,,0.8101762499999999,0.7,0.9189062499999977,0.2637085893457232,3.868483892689394e-16,1.0,1.0201524302477722e-16
OK,statehouse,,0.18778514851485148,0.06930693069306931,0.297029702970297,0.1506521810480685,9.525713551283843e-18,1.0,1.435069522540053e-18
ID,statesenate,,0.20005142857142857,0.08571428571428572,0.3142857142857143,0.0670225631320017,3.1086244689504383e-19,1.0,2.08347979723916e-20
ID,statehouse,,0.17154,0.05714285714285714,0.2857142857142857,0.0670225631320017,3.33066907387547e-20,1.0,2.232299782756243e-21
RI,statehouse,,0.8665559999999999,0.76,0.9733333333333334,0.04039655578922932,2.935897744142595e-48,1.0,1.1860015701272884e-49
RI,statesenate,,0.8684526315789473,0.7631578947368421,0.9736842105263158,0.04039655578922932,1.5216663836094956e-50,1.0,6.147008095807581e-52
