state,office,district,potential_power,pr_close,pr_tip,realized_power
WV,ushouse,2,12.5,0.22140582343653437,0.0,0.0
WV,ushouse,1,12.5,0.22140582343653437,0.0,0.0
TX,ushouse,11,12.5,0.22140582343653437,0.0,0.0
TX,ushouse,13,12.5,0.22140582343653437,0.0,0.0
OH,ushouse,15,12.5,0.22140582343653437,0.0,0.0
TX,ushouse,14,12.5,0.22140582343653437,0.0,0.0
IL,ushouse,12,12.5,0.22140582343653437,0.0,0.0
ID,ushouse,2,12.5,0.22140582343653437,0.0,0.0
ID,ushouse,1,12.5,0.22140582343653437,0.0,0.0
GA,ushouse,14,12.5,0.22140582343653437,0.0,0.0
GA,ushouse,12,12.5,0.22140582343653437,0.0,0.0
GA,ushouse,11,12.5,0.22140582343653437,0.0,0.0
GA,ushouse,10,12.5,0.22140582343653437,0.0,0.0
GA,ushouse,9,12.5,0.22140582343653437,0.0,0.0
GA,ushouse,8,12.5,0.22140582343653437,0.0,0.0
GA,ushouse,3,12.5,0.22140582343653437,0.0,0.0
GA,ushouse,1,12.5,0.22140582343653437,0.0,0.0
FL,ushouse,25,12.5,0.22140582343653437,0.0,0.0
FL,ushouse,18,12.5,0.22140582343653437,0.0,0.0
FL,ushouse,17,12.5,0.22140582343653437,0.0,0.0
FL,ushouse,12,12.5,0.22140582343653437,0.0,0.0
FL,ushouse,11,12.5,0.22140582343653437,0.0,0.0
MO,ushouse,6,12.5,0.22140582343653437,0.0,0.0
NC,ushouse,3,12.5,0.22140582343653437,0.0,0.0
MO,ushouse,8,12.5,0.22140582343653437,0.0,0.0
SC,ushouse,5,12.5,0.22140582343653437,0.0,0.0
TX,ushouse,17,12.5,0.22140582343653437,0.0,0.0
WA,ushouse,5,12.5,0.22140582343653437,0.0,0.0
WA,ushouse,4,12.5,0.22140582343653437,0.0,0.0
VA,ushouse,6,12.5,0.22140582343653437,0.0,0.0
TX,ushouse,31,12.5,0.22140582343653437,0.0,0.0
NY,ushouse,21,12.5,0.22140582343653437,0.0,0.0
NJ,ushouse,4,12.5,0.22140582343653437,0.0,0.0
NV,ushouse,2,12.5,0.22140582343653437,0.0,0.0
NE,ushouse,3,12.5,0.22140582343653437,0.0,0.0
OH,ushouse,5,12.5,0.22140582343653437,0.0,0.0
OH,ushouse,6,12.5,0.22140582343653437,0.0,0.0
OH,ushouse,7,12.5,0.22140582343653437,0.0,0.0
PA,ushouse,9,12.5,0.22140582343653437,0.0,0.0
SC,ushouse,2,12.5,0.22140582343653437,0.0,0.0
PA,ushouse,16,12.5,0.22140582343653437,0.0,0.0
PA,ushouse,15,12.5,0.22140582343653437,0.0,0.0
PA,ushouse,14,12.5,0.22140582343653437,0.0,0.0
PA,ushouse,13,12.5,0.22140582343653437,0.0,0.0
PA,ushouse,12,12.5,0.22140582343653437,0.0,0.0
PA,ushouse,11,12.5,0.22140582343653437,0.0,0.0
OK,ushouse,4,12.5,0.22140582343653437,0.0,0.0
OH,ushouse,8,12.5,0.22140582343653437,0.0,0.0
OK,ushouse,3,12.5,0.22140582343653437,0.0,0.0
OK,ushouse,2,12.5,0.22140582343653437,0.0,0.0
OK,ushouse,1,12.5,0.22140582343653437,0.0,0.0
OH,ushouse,16,12.5,0.22140582343653437,0.0,0.0
AL,ushouse,2,12.5,0.22140582343653437,0.0,0.0
NY,ushouse,23,12.5,0.22140582343653437,0.0,0.0
NY,ushouse,27,12.5,0.22140582343653437,0.0,0.0
NE,ushouse,1,12.5,0.22140582343653437,0.0,0.0
VA,ushouse,1,12.5,0.22140582343653437,0.0,0.0
UT,ushouse,3,12.5,0.22140582343653437,0.0,0.0
UT,ushouse,2,12.5,0.22140582343653437,0.0,0.0
UT,ushouse,1,12.5,0.22140582343653437,0.0,0.0
TX,ushouse,36,12.5,0.22140582343653437,0.0,0.0
WI,ushouse,8,12.5,0.22140582343653437,0.0,0.0
WY,ushouse,1,12.5,0.22140582343653437,0.0,0.0
SC,ushouse,7,12.5,0.22140582343653437,0.0,0.0
SC,ushouse,4,12.5,0.22140582343653437,0.0,0.0
SC,ushouse,3,12.5,0.22140582343653437,0.0,0.0
WI,ushouse,7,12.5,0.22140582343653437,0.0,0.0
OH,ushouse,4,12.5,0.22140582343653437,0.0,0.0
OH,ushouse,2,12.5,0.22140582343653437,0.0,0.0
ND,ushouse,1,12.5,0.22140582343653437,0.0,0.0
NC,ushouse,13,12.5,0.22140582343653437,0.0,0.0
NC,ushouse,11,12.5,0.22140582343653437,0.0,0.0
NC,ushouse,10,12.5,0.22140582343653437,0.0,0.0
NC,ushouse,9,12.5,0.22140582343653437,0.0,0.0
NC,ushouse,7,12.5,0.22140582343653437,0.0,0.0
NC,ushouse,5,12.5,0.22140582343653437,0.0,0.0
WV,ushouse,3,12.5,0.22140582343653437,0.0,0.0
